"Int_no";"Rue_1";"Rue_2";"X";"Y"
1;"Charlevoix";"Notre-Dame";298885,;5038083,
2;"Docteur-Penfield";"Peel";298588,;5040384,
3;"Borden";"Somerled";294064,;5036578,
4;"Cavendish";"Côte-Saint-Luc";293240,;5036867,
5;"Cavendish";"Fielding";293705,;5036607,
6;"Cavendish";"Monkland";294459,;5036147,
7;"Cavendish";"Somerled";293990,;5036449,
8;"Cavendish";"Terrebonne";294224,;5036321,
9;"Coronation";"Côte-Saint-Luc";292805,;5036240,
10;"Côte-Saint-Luc";"Ellendale/Fielding";294122,;5037438,
11;"Côte-Saint-Luc";"Grand Boulevard";293692,;5037250,
12;"Curatteau";"Sherbrooke";301959,;5050476,
13;"Côte-Saint-Luc";"Marcil/Somerled";294733,;5037619,
14;"Côte-Saint-Luc";"Ashdale/Robert-Burns";292453,;5035763,
15;"Côte-Saint-Luc";"Rosedale";292960,;5036471,
16;"Côte-Saint-Luc";"Saint-Ignatius";292738,;5036110,
17;"Côte-Saint-Luc";"Stratford/Wilson";294425,;5037540,
18;"Côte-Saint-Luc";"Walkley";293095,;5036682,
19;"Côte-Saint-Luc";"West Hill";293491,;5037102,
20;"Draper";"Terrebonne";294736,;5037133,
21;"Fielding";"Grand Boulevard";293923,;5037104,
22;"Grand Boulevard";"Monkland";294741,;5036593,
23;"Grand Boulevard";"Somerled";294278,;5036881,
24;"Grand Boulevard";"Terrebonne";294498,;5036742,
25;"Monkland";"Royal";294931,;5036890,
26;"Monkland";"Wilson";295079,;5037116,
27;"Somerled";"Walkley";293880,;5036250,
28;"Somerled";"West Broadway";293420,;5035415,
29;"Addington";"Sherbrooke";296109,;5037011,
30;"Beaconsfield";"Saint-Jacques";295751,;5036046,
31;"Benny";"Sherbrooke";294890,;5036115,
32;"Botrel";"Côte-Saint-Antoine";295867,;5037259,
33;"Botrel";"Notre-Dame-de-Grâce";295708,;5037364,
34;"Botrel";"Sherbrooke";296166,;5037053,
35;"Cavendish";"Saint-Jacques";295086,;5035736,
36;"Cavendish";"Sherbrooke";294714,;5035985,
37;"Coronation";"Monkland/Sherbrooke";294091,;5035536,
38;"Côte-Saint-Antoine";"Décarie";295944,;5037381,
39;"Côte-Saint-Antoine";"Girouard";295784,;5037126,
40;"Côte-Saint-Antoine";"Hampton/Sherbrooke";296397,;5037515,
41;"Côte-Saint-Antoine";"Marcil";295698,;5036992,
42;"Décarie";"Maisonneuve/Upper Lachine";296534,;5037001,
43;"Décarie";"Monkland inter. Est";295451,;5037697,
44;"Décarie";"Monkland inter. Ouest";295398,;5037615,
45;"Décarie";"Notre-Dame-de-Grâce";295784,;5037485,
46;"Décarie";"Saint-Jacques";296874,;5036795,
47;"Décarie";"Sherbrooke";296291,;5037159,
48;"Elmhurst / Patricia";"Sherbrooke";293738,;5035019,
49;"Elmhurst";"Saint-Jacques";294066,;5034838,
50;"Girouard";"Monkland";295287,;5037445,
51;"Girouard";"Notre-Dame-de-Grâce";295621,;5037231,
52;"Girouard";"Saint-Jacques";296636,;5036580,
53;"Girouard";"Sherbrooke";296044,;5036962,
54;"Girouard";"Upper Lachine";296393,;5036734,
55;"Grand Boulevard";"Notre-Dame-de-Grâce";295068,;5036362,
56;"Grand Boulevard";"Sherbrooke";295150,;5036309,
57;"Madison";"Saint-Jacques";295524,;5035913,
58;"Maisonneuve";"Marlowe";296627,;5037110,
59;"Maisonneuve";"Vendôme";296677,;5037171,
60;"Marcil";"Sherbrooke";295905,;5036861,
61;"Melrose";"Upper Lachine";296067,;5036393,
62;"Sainte-Anne-de-Bellevue";"Saint-Jacques";294500,;5035081,
63;"Angrignon";"Notre-Dame";294966,;5034744,
64;"Notre-Dame-de-Grâce";"Royal";295265,;5036672,
65;"Arthur-Léveillé";"Louis-Hippolyte-La Fontaine";297048,;5053182,
66;"Oxford";"Upper Lachine";296231,;5036562,
67;"Rosedale";"Sherbrooke";294327,;5035695,
68;"Saint-Jacques";"6900 Saint-Jacques";294705,;5035278,
69;"Saint-Jacques";"West Broadway";294302,;5034936,
70;"Sherbrooke";"Vendôme";296432,;5037331,
71;"Sherbrooke";"7141 Ouest (Univ. Concordia)";293928,;5035315,
72;"Sherbrooke";"West Broadway";293833,;5035187,
73;"Sherbrooke";"West Hill";294955,;5036166,
74;"Sherbrooke";"Wilson";295705,;5036715,
75;"Chemin-des-Moulins";"Irlandais des";301218,;5038804,
76;"Décarie";"Jockeys des inter. Ouest";292773,;5039407,
77;"Bourret";"Décarie inter. Est";293933,;5038715,
78;"Bourret";"Décarie inter. Ouest";293912,;5038678,
79;"54 e Avenue";"Henri-Bourassa Est";300318,;5055713,
80;"Cedar Crescent";"Queen-Mary";295234,;5039045,
81;"Clanranald";"Isabella";294274,;5038077,
82;"Clanranald";"Queen-Mary";294525,;5037913,
83;"Clanranald";"Van Horne";293504,;5038570,
84;"Clanranald";"Vézina";293053,;5038859,
85;"Coolbrook";"Isabella";294388,;5038253,
86;"Coolbrook";"Queen-Mary";294640,;5038091,
87;"Côte-Sainte-Catherine";"Décarie inter. Est";294070,;5038634,
88;"Côte-Sainte-Catherine";"Décarie inter. Ouest";294044,;5038593,
89;"Côte-Saint-Luc";"5100";295374,;5038073,
90;"Côte-Saint-Luc";"Décarie inter. Est";295218,;5037894,
91;"Côte-Saint-Luc";"Décarie inter. Ouest";295194,;5037858,
92;"Côte-Saint-Luc";"Earnscliffe";295055,;5037694,
93;"Côte-Saint-Luc";"Girouard";294938,;5037673,
94;"Décarie";"Edouard-Montpetit inter. Est";294307,;5038484,
95;"Décarie";"Edouard-Montpetit inter. Ouest";294278,;5038437,
96;"Décarie";"Ferrier inter. Est";292477,;5039755,
97;"Décarie";"Ferrier inter. Ouest";292436,;5039710,
98;"Décarie";"Isabella inter. Est";294463,;5038380,
99;"Décarie";"Isabella inter. Ouest";294443,;5038343,
100;"Décarie";"Jean-Talon inter.Est(desJockey";292855,;5039425,
101;"Décarie";"Jean-Talon interOuest(Jockey)";292810,;5039374,
102;"Décarie";"Snowdon inter. Est";294905,;5038097,
103;"Décarie";"Snowdon inter. Ouest";294873,;5038067,
104;"Décarie";"Paré inter. Est";292655,;5039591,
105;"Décarie";"Paré inter. Ouest";292618,;5039547,
106;"Décarie";"Plamondon inter. Est";293447,;5039028,
107;"Décarie";"Plamondon inter. Ouest";293428,;5038990,
108;"Décarie";"Queen-Mary inter. Est";294716,;5038217,
109;"Décarie";"Queen-Mary inter. Ouest";294697,;5038182,
110;"Décarie";"Royalmount/Savane inter. Est";292290,;5039923,
111;"Décarie";"Royalmount/Savanne int. Ouest";292241,;5039887,
112;"Décarie";"Van Horne inter. Est";293689,;5038873,
113;"Décarie";"Van Horne inter. Ouest";293672,;5038834,
114;"Décarie";"Vézina inter. Est";293261,;5039146,
115;"Décarie";"Vézina inter. Ouest";293221,;5039112,
116;"Earnscliffe";"Queen-Mary";294589,;5038013,
117;"Ferrier";"Mountain Sights";292593,;5039885,
118;"Girouard";"Terrebonne";295037,;5037608,
119;"Grosvenor";"Queen-Mary";295090,;5038820,
120;"Jean-Talon";"Mountain Sights";292966,;5039549,
121;"Lemieux / Ponsard";"Queen-Mary";294929,;5038569,
122;"MacDonald";"Queen-Mary";294476,;5037837,
123;"MacDonald";"Van Horne";293458,;5038496,
124;"Mountain Sights";"Paré";292774,;5039725,
125;"Mountain Sights";"Savane";292488,;5039967,
126;"Queen-Mary";"Roslyn";295131,;5038884,
127;"Queen-Mary";"Victoria";295045,;5038752,
128;"Queen-Mary";"Westbury";294808,;5038376,
129;"57 e Avenue";"Henri-Bourassa Est";300471,;5055856,
130;"Barclay";"Côte-des-Neiges";294192,;5040290,
131;"Barclay";"Darlington";294669,;5041030,
132;"Hutchison";"Ogilvy";295068,;5043372,
133;"Barclay";"Hudson";294498,;5040798,
134;"Barclay";"Westbury";293543,;5039231,
135;"Barclay";"Victoria";293743,;5039581,
136;"Barclay";"Wilderton";294890,;5041378,
137;"Bedford";"Côte-des-Neiges";294036,;5040390,
138;"Gosford";"Notre-Dame/Saint-Claude";300632,;5041020,
139;"Bourret";"Victoria";294265,;5039251,
140;"Queen";"Wellington";300469,;5039749,
141;"Côte-des-Neiges";"Decelles";295763,;5039503,
142;"Côte-des-Neiges";"Edouard-Montpetit";295084,;5039709,
143;"Côte-des-Neiges";"Forest Hill";296414,;5039519,
144;"Côte-des-Neiges";"Jean-Brillant";295285,;5039581,
145;"Côte-des-Neiges";"Lacombe";295157,;5039662,
146;"Côte-des-Neiges";"La Peltrie";294637,;5040004,
147;"Côte-des-Neiges";"Linton";294564,;5040052,
148;"Appleton";"Côte-des-Neiges/Plamondon";294256,;5040250,
149;"Côte-des-Neiges";"Queen-Mary";295496,;5039462,
150;"Côte-des-Neiges";"Ridgewood";296179,;5039546,
151;"Côte-des-Neiges";"Saint-Kevin";295010,;5039755,
152;"Côte-des-Neiges";"Van Horne";294469,;5040112,
153;"Côte-Sainte-Catherine";"Darlington";295322,;5040624,
154;"Côte-Sainte-Catherine";"Decelles";294981,;5040089,
155;"Côte-Sainte-Catherine";"Hôpital Sainte-Justine";295119,;5040307,
156;"Côte-Sainte-Catherine";"Hudson";295216,;5040460,
157;"Côte-Sainte-Catherine";"Lavoie";294536,;5039389,
158;"Côte-Sainte-Catherine";"Légaré";294677,;5039613,
159;"Côte-Sainte-Catherine";"Lemieux";294278,;5038983,
160;"Côte-Sainte-Catherine";"Victoria";294394,;5039167,
161;"Côte-Sainte-Catherine";"Westbury";294184,;5038820,
162;"Côte-Sainte-Catherine";"Wilderton";295504,;5040910,
163;"Darlington";"Van Horne";294989,;5040890,
164;"Decelles";"Edouard-Montpetit";295226,;5039934,
165;"Decelles";"Jean-Brillant";295422,;5039778,
166;"Decelles";"Lacombe";295295,;5039882,
167;"Decelles";"Linton";294680,;5040283,
168;"Decelles";"Queen-Mary";295609,;5039645,
169;"Decelles";"Van Horne";294605,;5040333,
170;"Dieppe";"Jean-Talon";294076,;5040924,
171;"Edouard-Montpetit";"Louis-Colin";295511,;5040377,
172;"Edouard-Montpetit";"Stirling";295797,;5040825,
173;"Edouard-Montpetit";"Victoria";294642,;5039010,
174;"Hudson";"Van Horne";294776,;5040628,
175;"Jean-Talon";"Parc";295243,;5043364,
176;"Jean-Talon";"Savane";293343,;5040072,
177;"Jean-Talon";"Victoria";293234,;5039904,
178;"Kindersley";"Savane";293034,;5040083,
179;"Lacombe";"Victoria";294716,;5038963,
180;"La Peltrie";"Victoria";294191,;5039296,
181;"Lavoie";"Van Horne";294184,;5039613,
182;"Légaré";"Van Horne";294325,;5039838,
183;"Lemieux";"Van Horne";293926,;5039206,
184;"Mackenzie";"Victoria";293519,;5039724,
185;"Boisé / Northcrest";"Van Horne";295196,;5041290,
186;"Queen-Mary";"Face au 3800 (Oratoire)";295404,;5039315,
187;"Plamondon";"Victoria";293816,;5039535,
188;"Saint-Kevin";"Victoria";294571,;5039055,
189;"Savane";"Victoria";293114,;5040099,
190;"Van Horne";"Victoria";294043,;5039391,
191;"Van Horne";"Vimy/Pratt";295342,;5041521,
192;"Van Horne";"Westbury";293819,;5039054,
193;"Van Horne";"Wilderton";295105,;5041110,
194;"Vézina";"Victoria";293599,;5039675,
195;"Crémazie";"Michel-Jurdant";295743,;5046404,
196;"Allard";"La Vérendrye";298043,;5034598,
197;"Angers";"Église";298182,;5035961,
198;"Angers";"Jolicoeur";298140,;5035250,
199;"Desmarchais";"Laurendeau";297872,;5035066,
200;"Dante";"Saint-Laurent";295900,;5043647,
201;"Drake";"Église";298413,;5035947,
202;"Drake";"Jolicoeur";298368,;5035239,
203;"Eadie";"Église";297765,;5035987,
204;"Église";"Hadley";297579,;5035998,
205;"Église";"Laurendeau";297951,;5035975,
206;"Église";"La Vérendrye";298465,;5035945,
207;"Église";"Saint-Patrick";297350,;5036085,
208;"Galt";"La Vérendrye";298463,;5035847,
209;"Jacques-Hertel";"Laurendeau";297898,;5035494,
210;"Jolicoeur";"Laurendeau";297883,;5035262,
211;"Jolicoeur";"La Vérendrye";298458,;5035234,
212;"Laurendeau";"Le Caron";297916,;5035782,
213;"La Vérendrye";"Parc Angrignon";297277,;5033504,
214;"La Vérendrye";"Pont Stephens";297681,;5034123,
216;"La Vérendrye";"Woodland";298263,;5034818,
217;"Monk";"Saint-Patrick";297163,;5035882,
218;"Atwater";"Delisle";298646,;5038060,
219;"Atwater";"Notre-Dame";298703,;5037925,
220;"Atwater";"Saint-Antoine";298493,;5038407,
221;"Atwater";"Saint-Jacques";298581,;5038212,
222;"Atwater";"Duvernay/Atwater stationnement";298757,;5037858,
223;"Fullum (Chute à neige)";"Notre-Dame";301250,;5042928,
224;"Côte-Saint-Paul";"Notre-Dame";297502,;5036604,
225;"Courcelle";"Notre-Dame";297859,;5036983,
226;"Courcelle";"Saint-Antoine/Saint-Jacques";297453,;5037253,
227;"Couvent";"Saint-Antoine";297943,;5037745,
228;"Couvent";"Saint-Jacques";298151,;5037603,
229;"Louis-Hippolyte-La Fontaine";"Maurice-Duplessis";296701,;5053664,
230;"Notre-Dame";"Sir-Georges-Étienne-Cartier";297947,;5037121,
231;"Georges-Vanier";"Saint-Antoine";298792,;5038772,
232;"Georges-Vanier";"Saint-Jacques";298997,;5038568,
233;"Greene";"Saint-Jacques";298435,;5038087,
234;"Greene";"Saint-Antoine";298296,;5038213,
235;"Guy";"Notre-Dame";299548,;5038910,
236;"Guy";"Ottawa/William";299706,;5038803,
237;"Guy";"Saint-Antoine";299150,;5039181,
238;"Lenoir";"Saint-Antoine";297637,;5037373,
239;"Lenoir";"Saint-Jacques";297713,;5037317,
240;"Montagne";"Notre-Dame";299737,;5039225,
241;"Montagne";"Ottawa";300039,;5039127,
242;"Montagne";"William";299873,;5039151,
243;"Notre-Dame";"Rose-de-Lima";298509,;5037774,
244;"Notre-Dame";"Saint-Henri (pl)";298169,;5037499,
245;"Notre-Dame";"Sainte-Marguerite";298044,;5037273,
246;"Notre-Dame";"Saint-Rémi";297698,;5036739,
247;"Notre-Dame";"Seigneurs";299410,;5038643,
248;"Notre-Dame";"Vinet";298980,;5038166,
249;"Rose-de-Lima";"Saint-Antoine";298145,;5038037,
250;"Rose-de-Lima";"Saint-Jacques";298313,;5037925,
251;"Saint-Ambroise";"Saint-Rémi";297866,;5036619,
252;"Saint-Antoine";"Saint-Ferdinand";297815,;5037590,
253;"Saint-Antoine";"Sainte-Marguerite";297731,;5037487,
254;"Saint-Ferdinand";"Saint-Jacques";297989,;5037474,
255;"Sainte-Marguerite";"Saint-Jacques";297840,;5037394,
256;"Saint-Jacques";"Saint-Rémi";297206,;5037096,
257;"Saint-Jacques";"Seigneurs";299164,;5038806,
258;"Saint-Jacques";"Vinet";298786,;5038389,
259;"Seigneurs";"William";299534,;5038560,
260;"Bridge";"Mill";300711,;5038547,
261;"Bridge";"Saint-Patrick";300143,;5038623,
262;"Bridge";"Wellington";300318,;5038601,
263;"Centre";"Wellington";300293,;5038406,
264;"Charlevoix";"Saint-Patrick";299193,;5037763,
265;"Saint-Patrick";"Seigneurs";299722,;5038261,
266;"Cedar";"Côte-des-Neiges";297625,;5039457,
267;"Cedar";"Côte-des-Neiges (diag. s-o)";297630,;5039428,
268;"Louis-Hippolyte-La Fontaine";"Perras";296124,;5054450,
269;"Côte-des-Neiges";"Docteur-Penfield (int. n-o)";297795,;5039464,
270;"Côte-des-Neiges";"Docteur-Penfield (int. n-e)";297783,;5039486,
271;"Côte-des-Neiges";"Docteur-Penfield (int. sud)";298026,;5039609,
272;"Côte-des-Neiges";"Gage/Hill Park Circle";297078,;5039509,
273;"Côte-des-Neiges";"Summerhill";298216,;5039611,
274;"Côte-des-Neiges";"The Boulevard";297288,;5039498,
275;"McDougall";"The Boulevard";297262,;5039447,
276;"Docteur-Penfield";"Montagne";298392,;5040148,
277;"Henri-Julien";"Mozart";295951,;5044030,
278;"Docteur-Penfield";"Simpson / McGregor";298187,;5039878,
279;"Peel";"Pins";298396,;5040517,
280;"Pins";"Redpath Crescent";298264,;5040307,
281;"Pins";"University";298539,;5040923,
282;"Dickson";"800 sortie Camco";302862,;5047273,
283;"Atwater";"René-Lévesque";298301,;5038690,
284;"Atwater";"Sainte-Catherine";298196,;5038825,
285;"Atwater";"Sherbrooke";297923,;5039043,
286;"Atwater";"Maisonneuve";298095,;5038908,
287;"Atwater";"Tupper";298250,;5038758,
288;"Aylmer";"Maisonneuve";299277,;5040589,
289;"Aylmer";"Président-Kennedy";299220,;5040629,
290;"Aylmer";"Sainte-Catherine";299429,;5040487,
291;"Aylmer";"Sherbrooke";299128,;5040697,
292;"Bishop";"Maisonneuve";298697,;5039722,
293;"Bishop";"Sainte-Catherine";298834,;5039628,
294;"Bishop";"Sherbrooke";298546,;5039825,
295;"Bleury";"Maisonneuve";299420,;5040810,
296;"Bleury";"Président-Kennedy";299370,;5040843,
297;"Bleury";"Sainte-Catherine";299568,;5040710,
298;"Bleury";"Parc/Sherbrooke";299230,;5040940,
299;"Cathcart";"University";299409,;5040319,
300;"Chomedey";"Sherbrooke";298096,;5039205,
301;"Lambert-Closse";"Maisonneuve";298166,;5038997,
302;"Lambert-Closse";"Sainte-Catherine";298266,;5038914,
303;"Côte-des-Neiges";"Guy/Sherbrooke";298412,;5039630,
304;"Crescent";"Maisonneuve";298744,;5039795,
305;"Crescent";"Sainte-Catherine";298883,;5039699,
306;"Drummond";"Maisonneuve";298848,;5039959,
307;"Drummond";"Sainte-Catherine";298995,;5039859,
308;"Drummond";"Sherbrooke";298706,;5040059,
309;"Durocher";"Milton";298961,;5040924,
310;"Durocher";"Prince-Arthur";298795,;5041035,
311;"Durocher";"Sherbrooke";299165,;5040786,
312;"Fort du";"Maisonneuve";298327,;5039193,
313;"Fort du";"Sainte-Catherine";298426,;5039110,
314;"Fort du";"Tupper";298503,;5039047,
315;"City Councillors";"Président-Kennedy";299256,;5040681,
316;"Guy";"Maisonneuve";298591,;5039538,
317;"Guy";"Sainte-Catherine";298716,;5039459,
318;"Hutchison";"Milton";299002,;5040994,
319;"Dickson";"Hochelaga";301827,;5047774,
320;"Hutchison";"Sherbrooke";299198,;5040863,
321;"Beauséjour";"Gouin";286478,;5042815,
322;"Jeanne-Mance";"Milton";299095,;5041146,
323;"Jeanne-Mance";"Président-Kennedy";299430,;5040941,
324;"Jeanne-Mance";"Prince-Arthur";298938,;5041248,
325;"Jeanne-Mance";"Sainte-Catherine";299628,;5040808,
326;"Jeanne-Mance";"Sherbrooke";299268,;5041048,
327;"Léo-Pariseau";"Parc";298772,;5041247,
328;"Mackay";"Maisonneuve";298642,;5039642,
329;"Mackay";"Sainte-Catherine";298778,;5039548,
330;"Maisonneuve";"McGill College";299108,;5040320,
331;"Maisonneuve";"Mansfield";299064,;5040255,
332;"Maisonneuve";"Metcalfe";299016,;5040187,
333;"Maisonneuve";"Montagne";298790,;5039874,
334;"Maisonneuve";"Peel";298963,;5040110,
335;"Maisonneuve";"Saint-Laurent";299695,;5041187,
336;"Maisonneuve";"Saint-Marc";298414,;5039297,
337;"Maisonneuve";"Saint-Mathieu";298505,;5039407,
338;"Maisonneuve";"Saint-Urbain";299551,;5041101,
339;"Maisonneuve";"Stanley";298903,;5040035,
340;"Maisonneuve";"Union";299245,;5040529,
341;"Maisonneuve";"University";299207,;5040459,
342;"Mansfield";"Sainte-Catherine";299204,;5040161,
343;"Mansfield";"Sherbrooke";298915,;5040361,
344;"McGill College";"Sainte-Catherine";299247,;5040224,
345;"McGill College";"Sherbrooke";298960,;5040422,
346;"Metcalfe";"Sainte-Catherine";299156,;5040090,
347;"McTavish";"Metcalfe/Sherbrooke";298881,;5040309,
348;"Milton";"Parc";299043,;5041066,
349;"Milton";"Saint-Urbain";299220,;5041309,
350;"Milton";"University";298826,;5040722,
351;"Montagne";"Sainte-Catherine";298936,;5039776,
352;"Montagne";"Sherbrooke";298647,;5039975,
353;"Ontario / Président-Kennedy";"Saint-Urbain";299530,;5041111,
354;"Ontario";"Saint-Laurent";299583,;5041262,
355;"Parc";"Prince-Arthur";298885,;5041170,
356;"Peel";"Sainte-Catherine";299101,;5040012,
357;"Peel";"Sherbrooke";298815,;5040216,
358;"Président-Kennedy";"Union";299182,;5040572,
359;"Président-Kennedy";"University";299138,;5040507,
360;"Saint-Alexandre";"Sainte-Catherine";299506,;5040608,
361;"Sainte-Catherine";"Saint-Laurent";299813,;5041107,
362;"Sainte-Catherine";"Saint-Marc";298513,;5039213,
363;"Sainte-Catherine";"Saint-Mathieu";298605,;5039325,
364;"Sainte-Catherine";"Saint-Urbain";299735,;5040981,
365;"Sainte-Catherine";"Stanley";299048,;5039935,
366;"Sainte-Catherine";"Union";299390,;5040430,
367;"Sainte-Catherine";"University";299344,;5040364,
368;"Saint-Laurent";"Sherbrooke";299374,;5041400,
369;"Saint-Marc";"Sherbrooke";298275,;5039413,
370;"Saint-Mathieu";"Sherbrooke";298353,;5039536,
371;"Saint-Urbain";"Sherbrooke";299327,;5041245,
372;"Sherbrooke";"Simpson";298460,;5039702,
373;"Sherbrooke";"Stanley";298760,;5040136,
374;"Sherbrooke";"University";299057,;5040563,
375;"Jeanne-Mance";"Léo-Pariseau";298819,;5041327,
376;"Beaver Hall";"La Gauchetière";299783,;5040258,
377;"Beaver Hall/Square-Victoria";"Viger";299865,;5040226,
378;"Belmont";"University";299634,;5040147,
379;"Cathédrale";"La Gauchetière";299539,;5039804,
380;"Cathédrale";"Saint-Antoine";299640,;5039735,
381;"Cathédrale";"Saint-Jacques";299744,;5039665,
382;"Duke";"Wellington";300450,;5039596,
383;"Inspecteur";"Notre-Dame";299951,;5039689,
384;"La Gauchetière";"Mansfield";299588,;5039897,
385;"La Gauchetière";"Peel";299437,;5039763,
386;"La Gauchetière";"University";299700,;5040099,
387;"Lucien-L'Allier";"Saint-Antoine";299320,;5039375,
388;"Mansfield";"Saint-Antoine";299708,;5039812,
389;"Mansfield";"Saint-Jacques";299802,;5039748,
390;"McGill";"Notre-Dame";300145,;5040121,
391;"Saint-Antoine";"Square Victoria Est";299983,;5040202,
392;"Saint-Jacques";"Square Victoria Est";300083,;5040151,
393;"McGill";"Saint-Maurice";300239,;5040075,
394;"McGill";"Saint-Paul";300332,;5040030,
395;"McGill";"Wellington";300510,;5039943,
396;"Montagne";"Saint-Antoine";299397,;5039462,
397;"Montagne";"Saint-Jacques";299540,;5039363,
398;"Nazareth";"Wellington";300442,;5039522,
399;"Notre-Dame";"Peel";299877,;5039501,
400;"Notre-Dame";"University";300002,;5039823,
401;"Ottawa";"Peel";300157,;5039346,
402;"Peel";"Saint-Antoine";299579,;5039666,
403;"Peel";"Saint-Jacques";299691,;5039588,
404;"Peel";"Wellington";300311,;5039266,
405;"Peel";"William";300004,;5039428,
406;"Saint-Antoine";"University";299840,;5039968,
407;"Saint-Jacques";"University";299907,;5039905,
408;"Gouin";"9165 Ouest";285550,;5041728,
409;"University";"Viger";299763,;5040047,
410;"Beaver Hall";"René-Lévesque";299611,;5040350,
411;"Bleury";"René-Lévesque";299744,;5040592,
412;"Cathédrale";"Metcalfe/René-Lévesque";299352,;5039943,
413;"Crescent";"Lucien-L'Allier/René-Lévesque";299087,;5039546,
414;"Drummond";"René-Lévesque";299202,;5039717,
415;"Fort du";"René-Lévesque";298654,;5038922,
416;"Guy";"René-Lévesque";298935,;5039323,
417;"Jeanne-Mance";"René-Lévesque";299803,;5040695,
418;"Mackay";"René-Lévesque";298990,;5039403,
419;"Mansfield";"René-Lévesque";299405,;5040022,
420;"Montagne";"René-Lévesque";299146,;5039632,
421;"Peel";"René-Lévesque";299303,;5039870,
422;"René-Lévesque";"Saint-Alexandre";299683,;5040485,
423;"René-Lévesque";"Saint-Marc";298738,;5039029,
424;"René-Lévesque";"Saint-Mathieu";298818,;5039150,
425;"René-Lévesque";"Stanley";299254,;5039794,
426;"René-Lévesque";"Sussex";298487,;5038795,
427;"René-Lévesque";"Union";299581,;5040290,
428;"René-Lévesque";"University";299537,;5040221,
429;"Amherst";"René-Lévesque";300516,;5041837,
430;"Amherst";"Saint-Antoine";300761,;5041677,
431;"Amherst";"Viger";300707,;5041713,
432;"Berri";"René-Lévesque";300315,;5041520,
433;"Berri";"Saint-Antoine";300598,;5041359,
434;"Berri";"Viger";300502,;5041400,
435;"Bleury";"La Gauchetière";299900,;5040485,
436;"Jean-Paul-Riopel pl.";"Saint-Antoine / Saint-Pierre";300079,;5040365,
437;"Bleury / Jean-Paul-Riopel";"Viger";299973,;5040435,
438;"Bonsecours";"Notre-Dame";300696,;5041135,
439;"Hôtel-de-Ville";"René-Lévesque";300110,;5041202,
440;"Panet";"René-Lévesque";300716,;5042092,
441;"René-Lévesque";"Saint-Denis";300251,;5041421,
442;"René-Lévesque";"Saint-Hubert";300374,;5041612,
443;"René-Lévesque";"Saint-Laurent";299988,;5040991,
444;"René-Lévesque";"Saint-Urbain";299911,;5040867,
445;"René-Lévesque";"Sanguinet";300183,;5041315,
446;"René-Lévesque";"Visitation";300668,;5042019,
447;"Jeanne-Mance";"Viger";300024,;5040548,
448;"La Gauchetière";"Saint-Denis";300348,;5041359,
449;"La Gauchetière";"Saint-Hubert";300473,;5041547,
450;"La Gauchetière";"Saint-Laurent";300114,;5040911,
451;"La Gauchetière";"Sanguinet";300286,;5041248,
452;"Jacques-Cartier (pl)";"Notre-Dame";300579,;5040926,
453;"Notre-Dame";"Saint-François-Xavier";300312,;5040442,
454;"Notre-Dame";"Saint-Laurent";300453,;5040699,
455;"Notre-Dame";"Saint-Pierre";300222,;5040268,
456;"Bonsecours";"Saint-Antoine/Saint-Denis";300547,;5041231,
457;"Saint-Antoine";"Saint-Hubert";300636,;5041455,
458;"13 e Avenue";"Beaubien";298154,;5046277,
459;"Saint-Denis";"Viger";300440,;5041300,
460;"Saint-Antoine";"Saint-Laurent";300325,;5040773,
461;"Place d'Armes / Saint-Urbain";"Saint-Antoine";300246,;5040644,
462;"Saint-François-Xavier";"Saint-Jacques";300251,;5040480,
463;"Saint-Hubert";"Viger";300560,;5041490,
464;"Saint-Jacques";"Saint-Laurent";300395,;5040731,
465;"Saint-Jacques";"Saint-Pierre";300164,;5040309,
466;"Saint-Laurent";"Viger";300213,;5040846,
467;"Saint-Urbain";"Viger";300127,;5040723,
468;"Sanguinet";"Viger";300375,;5041192,
469;"Hochelaga";"Lacordaire";301890,;5047911,
470;"Jarry";"Joseph-Guibord";296374,;5047304,
471;"Amherst";"Maisonneuve";300226,;5042024,
472;"Amherst";"Ontario";299881,;5042251,
473;"Amherst";"Robin";300052,;5042137,
474;"Amherst";"Sainte-Catherine";300341,;5041950,
475;"Amherst";"Sherbrooke";299678,;5042385,
476;"Beaudry";"Ontario";299946,;5042404,
477;"Berri";"Cherrier";299390,;5042131,
478;"Berri";"Maisonneuve";300026,;5041712,
479;"Berri";"Ontario";299738,;5041903,
480;"Berri";"Roy";299202,;5042259,
481;"Berri";"Sainte-Catherine";300138,;5041637,
482;"Berri";"Sherbrooke";299567,;5042011,
483;"Cherrier / Montcalm";"Sherbrooke";299662,;5042518,
484;"Cherrier";"Parc-La Fontaine";299596,;5042446,
485;"Cherrier";"Saint-Denis";299314,;5042031,
486;"Cherrier";"Saint-Hubert";299448,;5042217,
487;"Hôtel-de-Ville";"Ontario";299638,;5041506,
488;"Hôtel-de-Ville";"Sainte-Catherine";299939,;5041312,
489;"Hôtel-de-Ville";"Sherbrooke";299447,;5041629,
490;"Hôtel-de-Ville";"Pins";299054,;5041887,
491;"Maisonneuve";"250 Est";299824,;5041388,
492;"Maisonneuve";"Saint-André";300149,;5041903,
493;"Maisonneuve";"Saint-Denis";299962,;5041609,
494;"Maisonneuve";"Saint-Hubert";300085,;5041800,
495;"Maisonneuve";"Sanguinet";299896,;5041504,
